"","X","id","trzby","naklady","bonus","bloky","month","kpi","year","mesiac","typ","regional","mesto"
"2490",2490,317,59355.05,4099.26,620.69,2260,"2021-02-28 01:00:00",7.95206136630329,2021,2,"C - street +","RR16_Robert Kardoš","Malacky  "
"2491",2491,317,74361.15,3882.09,1202.03,2780,"2021-03-30 02:00:00",6.83706478450105,2021,3,"C - street +","RR16_Robert Kardoš","Malacky  "
"2492",2492,317,55695.72,4495.85,1041.53,2276,"2021-04-30 02:00:00",9.94220022651651,2021,4,"C - street +","RR16_Robert Kardoš","Malacky  "
"2493",2493,317,62482.1,4577.7,1012.87,2417,"2021-05-30 02:00:00",8.94747455671304,2021,5,"C - street +","RR16_Robert Kardoš","Malacky  "
"2494",2494,317,63181.45,4339.36,1185.51,2356,"2021-06-30 02:00:00",8.74444951801518,2021,6,"C - street +","RR16_Robert Kardoš","Malacky  "
"2495",2495,317,52979.23,4741.18,1089.48,2216,"2021-07-30 02:00:00",11.0055582159273,2021,7,"C - street +","RR16_Robert Kardoš","Malacky  "
"2496",2496,317,51695.18,4812.57,552.16,2299,"2021-08-30 02:00:00",10.3776212791986,2021,8,"C - street +","RR16_Robert Kardoš","Malacky  "
"2497",2497,319,63007.67,4896.63,1350.31,3663,"2020-09-30 02:00:00",9.91457071813638,2020,9,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2498",2498,319,75985.43,4630.86,1533.64,4059,"2020-10-30 01:00:00",8.11273950808727,2020,10,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2499",2499,319,55564.49,3921.46,2271.39,3240,"2020-11-30 01:00:00",11.1453376068061,2020,11,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2500",2500,319,79816.14,5599.86,2434.78,4308,"2020-12-30 01:00:00",10.0664351846632,2020,12,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2501",2501,319,70400.82,4073.09,1741.34,4040,"2021-01-30 01:00:00",8.25903732371299,2021,1,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2502",2502,319,72506.99,4268.81,1582.94,4205,"2021-02-28 01:00:00",8.07060119307118,2021,2,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2503",2503,319,81783.09,3604.18,1516.12,4613,"2021-03-30 02:00:00",6.26082971430891,2021,3,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2504",2504,319,62526.02,5065.3,1582.5,3868,"2021-04-30 02:00:00",10.6320536634188,2021,4,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2505",2505,319,63866.17,3855.39,1293.32,3718,"2021-05-30 02:00:00",8.06171718141232,2021,5,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2506",2506,319,74594.77,4856.82,1193.75,4123,"2021-06-30 02:00:00",8.11125230361324,2021,6,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2507",2507,319,68578.55,4909.24,1734.47,3849,"2021-07-30 02:00:00",9.68773763808071,2021,7,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2508",2508,319,67709.5,5717.05,942.62,4030,"2021-08-30 02:00:00",9.83565083186259,2021,8,"B - shopping","RR13_Slavomír Bodnár","Modra"
"2509",2509,320,63761.52,3989.2,1514.25,3716,"2020-09-30 02:00:00",8.63130301787034,2020,9,"C - street +","RR13_Slavomír Bodnár","Modra"
"2510",2510,320,74491.29,4792.28,1742.53,3919,"2020-10-30 01:00:00",8.77258267375958,2020,10,"C - street +","RR13_Slavomír Bodnár","Modra"
"2511",2511,320,58211.04,4986.14,2427.52,3043,"2020-11-30 01:00:00",12.7358315536022,2020,11,"C - street +","RR13_Slavomír Bodnár","Modra"
"2512",2512,320,76289.75,5406.41,3258.44,3580,"2020-12-30 01:00:00",11.3578167447134,2020,12,"C - street +","RR13_Slavomír Bodnár","Modra"
"2513",2513,320,62607.35,4898.22,1612.75,3159,"2021-01-30 01:00:00",10.3996894933263,2021,1,"C - street +","RR13_Slavomír Bodnár","Modra"
"2514",2514,320,58156.61,3994.64,1504.57,2937,"2021-02-28 01:00:00",9.45586408836416,2021,2,"C - street +","RR13_Slavomír Bodnár","Modra"
"2515",2515,320,71416.2,3991.27,1701.03,3645,"2021-03-30 02:00:00",7.97060050800799,2021,3,"C - street +","RR13_Slavomír Bodnár","Modra"
"2516",2516,320,54849.1,5405.62,1709.69,2980,"2021-04-30 02:00:00",12.9725191479897,2021,4,"C - street +","RR13_Slavomír Bodnár","Modra"
"2517",2517,320,61195.45,4653.57,1096.95,3130,"2021-05-30 02:00:00",9.39697314097698,2021,5,"C - street +","RR13_Slavomír Bodnár","Modra"
"2518",2518,320,63313.6,4875.72,1761.87,3438,"2021-06-30 02:00:00",10.4836717545677,2021,6,"C - street +","RR13_Slavomír Bodnár","Modra"
"2519",2519,320,52175.83,5365.55,1856.66,2862,"2021-07-30 02:00:00",13.8420605862906,2021,7,"C - street +","RR13_Slavomír Bodnár","Modra"
"2520",2520,320,60274.22,6033.9,914.48,3411,"2021-08-30 02:00:00",11.5279467739276,2021,8,"C - street +","RR13_Slavomír Bodnár","Modra"
"2521",2521,331,53252.56,3569.05,609.17,2263,"2020-09-30 02:00:00",7.84604533566086,2020,9,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2522",2522,331,52049.75,3659.07,354.41,2611,"2020-10-30 01:00:00",7.71085355837444,2020,10,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2523",2523,331,45659.81,3893.24,635.07,2021,"2020-11-30 01:00:00",9.91749637153549,2020,11,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2524",2524,331,61955.06,3179.63,1357.22,2657,"2020-12-30 01:00:00",7.32280785459654,2020,12,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2525",2525,331,49271.26,4303.86,741.81,2214,"2021-01-30 01:00:00",10.2405946184449,2021,1,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2526",2526,331,44468.08,3624,1600.9,2177,"2021-02-28 01:00:00",11.7497764688739,2021,2,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2527",2527,331,58011.48,3019.37,815.92,2799,"2021-03-30 02:00:00",6.61126039190864,2021,3,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2528",2528,331,47849.96,3921.89,635.37,2190,"2021-04-30 02:00:00",9.52406229806671,2021,4,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2529",2529,331,47508.95,4346.45,771.08,2227,"2021-05-30 02:00:00",10.7717177500239,2021,5,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2530",2530,331,48621.65,2537.55,603.31,2083,"2021-06-30 02:00:00",6.4597972302462,2021,6,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2531",2531,331,44584.87,3871.86,762.16,2147,"2021-07-30 02:00:00",10.3937053085497,2021,7,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2532",2532,331,46459.94,4217.93,852.59,2132,"2021-08-30 02:00:00",10.913746337167,2021,8,"D - street","RR2_Silvia Mastikova","Hanušovce nad Topľou"
"2533",2533,332,61691.06,4866.6,469.79,2952,"2020-09-30 02:00:00",8.65018367329075,2020,9,"C - street +","RR8_Katarína Kuchtová","Martin"
"2534",2534,332,68444.1,4674.05,532.11,3028,"2020-10-30 01:00:00",7.60644087656935,2020,10,"C - street +","RR8_Katarína Kuchtová","Martin"
"2535",2535,332,57702.12,5206.44,1256.72,2566,"2020-11-30 01:00:00",11.2009056166394,2020,11,"C - street +","RR8_Katarína Kuchtová","Martin"
"2536",2536,332,69293.5,4707.63,1902.69,2846,"2020-12-30 01:00:00",9.53959606600908,2020,12,"C - street +","RR8_Katarína Kuchtová","Martin"
"2537",2537,332,64928.18,5332.52,821.25,2780,"2021-01-30 01:00:00",9.47781071331431,2021,1,"C - street +","RR8_Katarína Kuchtová","Martin"
"2538",2538,332,62807.07,6362.57,883.74,2804,"2021-02-28 01:00:00",11.5374113137263,2021,2,"C - street +","RR8_Katarína Kuchtová","Martin"
"2539",2539,332,73368.1,4035.48,1224.7,3428,"2021-03-30 02:00:00",7.16957369756066,2021,3,"C - street +","RR8_Katarína Kuchtová","Martin"
"2540",2540,332,63998.81,4933.15,1282.06,2778,"2021-04-30 02:00:00",9.71144619720273,2021,4,"C - street +","RR8_Katarína Kuchtová","Martin"
"2541",2541,332,64543.98,4885.7,1239.32,2784,"2021-05-30 02:00:00",9.48968439814217,2021,5,"C - street +","RR8_Katarína Kuchtová","Martin"
"2542",2542,332,70403.02,5324.87,829.13,2960,"2021-06-30 02:00:00",8.74110229930477,2021,6,"C - street +","RR8_Katarína Kuchtová","Martin"
"2543",2543,332,60612.24,5521.05,891.28,2674,"2021-07-30 02:00:00",10.5792658380552,2021,7,"C - street +","RR8_Katarína Kuchtová","Martin"
"2544",2544,332,70239.02,5450.5,582.78,2721,"2021-08-30 02:00:00",8.58964148417788,2021,8,"C - street +","RR8_Katarína Kuchtová","Martin"
"2545",2545,333,31059.57,3536.21,704.51,2096,"2020-09-30 02:00:00",13.6535051837485,2020,9,"D - street","RR5_Juraj Hvorecky","Krupina "
"2546",2546,333,38393.66,3224.17,686.01,2382,"2020-10-30 01:00:00",10.1844419104613,2020,10,"D - street","RR5_Juraj Hvorecky","Krupina "
"2547",2547,333,30238.06,3380.17,350.47,1987,"2020-11-30 01:00:00",12.3375639839328,2020,11,"D - street","RR5_Juraj Hvorecky","Krupina "
"2548",2548,333,41594.2,2746.51,1455.07,2486,"2020-12-30 01:00:00",10.1013602858091,2020,12,"D - street","RR5_Juraj Hvorecky","Krupina "
"2549",2549,333,37833.92,3284.59,722.8,2375,"2021-01-30 01:00:00",10.5920560174574,2021,1,"D - street","RR5_Juraj Hvorecky","Krupina "
"2550",2550,333,38232.46,3278.54,971.21,2413,"2021-02-28 01:00:00",11.115554688346,2021,2,"D - street","RR5_Juraj Hvorecky","Krupina "
"2551",2551,333,44734.43,3090.41,713.01,2826,"2021-03-30 02:00:00",8.50222077268001,2021,3,"D - street","RR5_Juraj Hvorecky","Krupina "
"2552",2552,333,31464.79,2782.15,584.32,2104,"2021-04-30 02:00:00",10.6991656387982,2021,4,"D - street","RR5_Juraj Hvorecky","Krupina "
"2553",2553,333,33219.27,3324.24,626.16,2229,"2021-05-30 02:00:00",11.8918928682057,2021,5,"D - street","RR5_Juraj Hvorecky","Krupina "
"2554",2554,333,33556.59,3447.69,449.73,2227,"2021-06-30 02:00:00",11.6144697658493,2021,6,"D - street","RR5_Juraj Hvorecky","Krupina "
"2555",2555,333,37871.99,4322.85,246.33,2377,"2021-07-30 02:00:00",12.0648003973385,2021,7,"D - street","RR5_Juraj Hvorecky","Krupina "
"2556",2556,333,37235.88,5519.79,189.21,2500,"2021-08-30 02:00:00",15.3319862455245,2021,8,"D - street","RR5_Juraj Hvorecky","Krupina "
"2557",2557,336,60972.39,3895.35,989.24,2046,"2020-09-30 02:00:00",8.01115062079738,2020,9,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2558",2558,336,69213.65,3836,1061.17,2388,"2020-10-30 01:00:00",7.07543959898084,2020,10,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2559",2559,336,59126.89,3276.74,1168.68,2026,"2020-11-30 01:00:00",7.51844042532932,2020,11,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2560",2560,336,75301,3885.12,1850.35,2517,"2020-12-30 01:00:00",7.61672487749167,2020,12,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2561",2561,336,61419.76,4194.07,1321.45,2307,"2021-01-30 01:00:00",8.98004160224657,2021,1,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2562",2562,336,60534.49,4136.71,1022.79,2334,"2021-02-28 01:00:00",8.52324022222703,2021,2,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2563",2563,336,86335.7,4016.86,1506.61,3013,"2021-03-30 02:00:00",6.39766631879976,2021,3,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2564",2564,336,58864.86,4186.73,1117.33,2229,"2021-04-30 02:00:00",9.01057099260917,2021,4,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2565",2565,336,64519.42,3424.82,987.32,2263,"2021-05-30 02:00:00",6.83846816973866,2021,5,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2566",2566,336,75327.14,4088.32,749.74,2745,"2021-06-30 02:00:00",6.42273156793156,2021,6,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2567",2567,336,67759.6,4535.96,868.28,2453,"2021-07-30 02:00:00",7.97560788434406,2021,7,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2568",2568,336,69156.67,4635.38,692.61,2493,"2021-08-30 02:00:00",7.70423156580558,2021,8,"E - poliklinika","RR8_Katarína Kuchtová","Turčianske Teplice"
"2569",2569,338,32666.87,3275.87,921.54,1483,"2020-09-30 02:00:00",12.8491343064089,2020,9,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2570",2570,338,34680.42,3130.57,808.27,1711,"2020-10-30 01:00:00",11.3575325789019,2020,10,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2571",2571,338,29662.16,4351.36,1315.92,1443,"2020-11-30 01:00:00",19.1060934200341,2020,11,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2572",2572,338,40750.17,2747.46,1897.08,1759,"2020-12-30 01:00:00",11.3975966235233,2020,12,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2573",2573,338,34990.62,2829.46,896.29,1550,"2021-01-30 01:00:00",10.6478536247714,2021,1,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2574",2574,338,38952.11,2432.69,646.43,1735,"2021-02-28 01:00:00",7.90488628215519,2021,2,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2575",2575,338,35786.79,2315.93,1196.67,1807,"2021-03-30 02:00:00",9.81535365423945,2021,3,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2576",2576,338,32763.81,2617.08,823.32,1495,"2021-04-30 02:00:00",10.5006102770099,2021,4,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2577",2577,338,28577.3,3398.15,897.04,1448,"2021-05-30 02:00:00",15.0300763193164,2021,5,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2578",2578,338,34750.36,2525.26,449.97,1541,"2021-06-30 02:00:00",8.56172425264084,2021,6,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2579",2579,338,29664.89,3028.23,542.83,1388,"2021-07-30 02:00:00",12.0380018264015,2021,7,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2580",2580,338,35291.29,2777.35,241.32,1709,"2021-08-30 02:00:00",8.55358361794086,2021,8,"D - street","RR14_Zsolt Balogh","Veľký Meder"
"2581",2581,340,60479.48,4377.13,1367.54,3271,"2020-09-30 02:00:00",9.4985439689627,2020,9,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2582",2582,340,76795.24,4148.72,1330.83,3767,"2020-10-30 01:00:00",7.13527296743913,2020,10,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2583",2583,340,64688.98,4166.73,1802.69,3184,"2020-11-30 01:00:00",9.22787776217835,2020,11,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2584",2584,340,87604.35,3759.12,2359.95,3996,"2020-12-30 01:00:00",6.98489287347032,2020,12,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2585",2585,340,87664.32,4007.63,1664.06,4026,"2021-01-30 01:00:00",6.4697815485251,2021,1,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2586",2586,340,82747.03,4043.27,1836.28,4066,"2021-02-28 01:00:00",7.10545139807435,2021,2,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2587",2587,340,92428.42,3743.46,2511.06,4500,"2021-03-30 02:00:00",6.76687971080756,2021,3,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2588",2588,340,72003.82,5061.5,1487.96,3629,"2021-04-30 02:00:00",9.0959896294391,2021,4,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2589",2589,340,71568.25,5235.17,1760.69,3744,"2021-05-30 02:00:00",9.77508881382457,2021,5,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2590",2590,340,81612.13,5199.63,1216.06,3949,"2021-06-30 02:00:00",7.86119661378768,2021,6,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2591",2591,340,77484.37,5467.78,1571,3807,"2021-07-30 02:00:00",9.08412883785465,2021,7,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2592",2592,340,80804.81,5197.51,1382.58,4078,"2021-08-30 02:00:00",8.14319098083394,2021,8,"C - street +","RR4_Radovan Kalmar","Moldava nad Bodvou"
"2593",2593,427,79669.41,5060.94,1739.25,3247,"2020-09-30 02:00:00",8.53550942576329,2020,9,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2594",2594,427,88397.63,5340.27,1485.14,3635,"2020-10-30 01:00:00",7.72125904280466,2020,10,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2595",2595,427,94481.34,4731.48,1958.42,3521,"2020-11-30 01:00:00",7.08065740811889,2020,11,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2596",2596,427,86022.81,3202.28,3093.92,3200,"2020-12-30 01:00:00",7.319221494857,2020,12,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2597",2597,427,75845.83,4289.51,1068.32,2947,"2021-01-30 01:00:00",7.06410622706614,2021,1,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2598",2598,427,74825.46,4099.61,1162.32,2980,"2021-02-28 01:00:00",7.03227217046176,2021,2,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2599",2599,427,84036.56,4165.22,703.11,3523,"2021-03-30 02:00:00",5.79310957040602,2021,3,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2600",2600,427,74133.12,4281.5,1000.03,2909,"2021-04-30 02:00:00",7.12438650902592,2021,4,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2601",2601,427,74145.28,4571.08,1228.13,2861,"2021-05-30 02:00:00",7.82141493025584,2021,5,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2602",2602,427,80353.53,4920.34,994.94,3094,"2021-06-30 02:00:00",7.36156830944453,2021,6,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2603",2603,427,77721.63,5233.34,989.63,2998,"2021-07-30 02:00:00",8.00674149525685,2021,7,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2604",2604,427,71717.32,6641.73,683.6,2987,"2021-08-30 02:00:00",10.2141714163329,2021,8,"E - poliklinika","RR16_Robert Kardoš","Holíč"
"2605",2605,451,50400.14,3640.01,756.21,2439,"2020-09-30 02:00:00",8.72263450061845,2020,9,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2606",2606,451,57501.56,3989.9,708.29,2799,"2020-10-30 01:00:00",8.17054354699246,2020,10,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2607",2607,451,45930.34,3586.48,830.27,2185,"2020-11-30 01:00:00",9.61619269528595,2020,11,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2608",2608,451,60747.93,2618.46,837.11,2673,"2020-12-30 01:00:00",5.68837489606642,2020,12,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2609",2609,451,51369.15,3527.13,883.6,2351,"2021-01-30 01:00:00",8.58634024506927,2021,1,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2610",2610,451,52614.72,2802.64,1068.35,2468,"2021-02-28 01:00:00",7.35723767037057,2021,2,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2611",2611,451,65767.13,2901.71,1130.09,3070,"2021-03-30 02:00:00",6.13041803709543,2021,3,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2612",2612,451,52115.35,3496.5,1015.4,2463,"2021-04-30 02:00:00",8.65752604558925,2021,4,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2613",2613,451,50587.41,3560.19,801.61,2437,"2021-05-30 02:00:00",8.62230345455519,2021,5,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2614",2614,451,54607.72,3812.09,788.09,2543,"2021-06-30 02:00:00",8.42404700287798,2021,6,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2615",2615,451,50330.34,4076.86,673.2,2388,"2021-07-30 02:00:00",9.43776656386585,2021,7,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2616",2616,451,54232.47,4488.31,574.03,2418,"2021-08-30 02:00:00",9.33451860112586,2021,8,"E - poliklinika","RR9_Andrej Jakubík","Nemšová"
"2617",2617,453,120921.22,5737.56,1344.4,3352,"2020-09-30 02:00:00",5.85667263363701,2020,9,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2618",2618,453,124290.04,5717.83,1602.36,3343,"2020-10-30 01:00:00",5.88960306071186,2020,10,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2619",2619,453,101545.55,6353.7,1655.63,2507,"2020-11-30 01:00:00",7.88742588916993,2020,11,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2620",2620,453,105932.82,7613.36,2175.02,3013,"2020-12-30 01:00:00",9.2401769347781,2020,12,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2621",2621,453,102356.05,5408.21,1253.91,2589,"2021-01-30 01:00:00",6.50877012155119,2021,1,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2622",2622,453,106023.14,5366.66,1244.35,3065,"2021-02-28 01:00:00",6.23544067832739,2021,2,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2623",2623,453,122730.56,4819.39,1740.53,3741,"2021-03-30 02:00:00",5.3449768338057,2021,3,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2624",2624,453,105054.9,5627.25,1195.27,3042,"2021-04-30 02:00:00",6.49424253414167,2021,4,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2625",2625,453,126753.21,5861.25,1508.14,3262,"2021-05-30 02:00:00",5.81396715712367,2021,5,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2626",2626,453,122530.53,5255.71,1425.47,3323,"2021-06-30 02:00:00",5.45266555200569,2021,6,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2627",2627,453,96190.04,6646.21,1360.02,2718,"2021-07-30 02:00:00",8.32334615933209,2021,7,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2628",2628,453,106746.41,6276.08,198.55,3003,"2021-08-30 02:00:00",6.06543114658376,2021,8,"C - street +","RR12_Alena Romanová","Nové Mesto nV, Laurus"
"2629",2629,456,36812.1,3201.47,734.45,2168,"2020-09-30 02:00:00",10.6919192330783,2020,9,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2630",2630,456,44681.89,3002.65,761.49,2317,"2020-10-30 01:00:00",8.42430792430669,2020,10,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2631",2631,456,31885.65,3089.26,946.47,1761,"2020-11-30 01:00:00",12.6568848369094,2020,11,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2632",2632,456,40648.8,2679.38,1469.03,2107,"2020-12-30 01:00:00",10.2054919210407,2020,12,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2633",2633,456,34723.17,3108.63,833.44,1915,"2021-01-30 01:00:00",11.3528517125597,2021,1,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2634",2634,456,36120.69,2874.13,483.53,2024,"2021-02-28 01:00:00",9.29566960099599,2021,2,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2635",2635,456,42543.07,2568.87,281.91,2399,"2021-03-30 02:00:00",6.70092684895566,2021,3,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2636",2636,456,33462.2,2805.4,697.84,1909,"2021-04-30 02:00:00",10.4692458953685,2021,4,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2637",2637,456,35589.61,2750.34,531.68,2020,"2021-05-30 02:00:00",9.22184873619014,2021,5,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2638",2638,456,38834.87,2832.42,779.96,2244,"2021-06-30 02:00:00",9.30189801073108,2021,6,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2639",2639,456,30775.89,3361.79,997.28,1768,"2021-07-30 02:00:00",14.1639120753291,2021,7,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2640",2640,456,35505.41,3802.14,487.97,1903,"2021-08-30 02:00:00",12.0829755240117,2021,8,"E - poliklinika","RR9_Andrej Jakubík","Trenčín, OZETA"
"2641",2641,457,77479.7,4333.89,1337.92,3494,"2020-09-30 02:00:00",7.32038198392611,2020,9,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2642",2642,457,86358.76,5299.21,1784.94,3585,"2020-10-30 01:00:00",8.20316317649767,2020,10,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2643",2643,457,69602.06,5437.99,2292.07,2922,"2020-11-30 01:00:00",11.10607933156,2020,11,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2644",2644,457,84069.7,5101.99,2826.51,3362,"2020-12-30 01:00:00",9.43086510359856,2020,12,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2645",2645,457,68089.66,5631.22,1624.69,3005,"2021-01-30 01:00:00",10.6564050988065,2021,1,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2646",2646,457,77681.04,5342.11,1312.96,3277,"2021-02-28 01:00:00",8.56717417789463,2021,2,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2647",2647,457,94511.2,5011.46,1911.12,3987,"2021-03-30 02:00:00",7.32461337915506,2021,3,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2648",2648,457,74498.04,5373.98,1760.26,3211,"2021-04-30 02:00:00",9.57641301704045,2021,4,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2649",2649,457,71055.11,5284.35,1823.29,3240,"2021-05-30 02:00:00",10.0029962658562,2021,5,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2650",2650,457,85910.5,5900.23,2038.5,3564,"2021-06-30 02:00:00",9.24069816844274,2021,6,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2651",2651,457,68382.58,6166.85,1662.14,3129,"2021-07-30 02:00:00",11.4488075764325,2021,7,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2652",2652,457,84514.69,6206.34,948.66,3665,"2021-08-30 02:00:00",8.46598384257222,2021,8,"E - poliklinika","RR4_Radovan Kalmar","Tornaľa, poliklinika"
"2653",2653,459,101167.35,6029.53,1999.38,5109,"2020-09-30 02:00:00",7.93626599886228,2020,9,"C - street +","RR6_Jaroslav Vigh","Ban. Bystrica, Biopharma"
"2654",2654,459,121858.54,5867.47,2165.15,5924,"2020-10-30 01:00:00",6.5917579514739,2020,10,"C - street +","RR6_Jaroslav Vigh","Ban. Bystrica, Biopharma"
"2655",2655,459,95981.55,5842.9,2490.24,4682,"2020-11-30 01:00:00",8.68202274291257,2020,11,"C - street +","RR6_Jaroslav Vigh","Ban. Bystrica, Biopharma"
