id,mesto,regional,region_code,typ,fte,fte_F,fte_L,fte_ZF,trzby,bloky,naklady,podiel_rx,revenue_per_transaction,trzby_cv,bloky_cv,bloky_trend,kpi_mean,kpi_std,high_rx_complexity,is_shopping,is_poliklinika,is_street,produktivita,fte_zastup,seasonal_peak_factor,bloky_per_day,pharmacist_ratio,avg_base_salary,hourly_rate,pharmacist_wage_premium,bloky_range,prod_residual,predicted_fte,fte_diff,revenue_at_risk,actual_fte_gross,productivity_index,productivity_percentile,productivity_vs_segment,peer_rank_str,bloky_index,trzby_index,fte_actual,fte_recommended,fte_gap,revenue_at_risk_eur,fte_n,hospital_supply,produktivita_gross,is_above_avg_gross
15,"Humenné, Kaufland",RR2_Silvia Mastikova,RR2,B - shopping,4.525383141762452,1.85,1.73,0.73,1555373.54,114526,115051.43,0.488715855356521,13.580964497144754,0.0861211043869881,0.0693887888133339,0.1414057640472734,9.468853967500689,4.31467477794653,0,1,0,0,12.120436024976192,0.230603448275862,1.074411050765765,381.7533333333334,0.5167597765363129,1239.2063492063492,10.884399933418411,1.3294618660472322,1694,2.3178686863204003,4.9,0.1,0,5.0,150,94,nadpriemerná,7/93,114,100,5.0,4.9,-0.0999999999999996,0,0.4942528735632184,False,10.9699,True
16,"Poprad, OC MAX",RR7_Ivana Iľanovská,RR7,B - shopping,3.9554597701149423,1.83,1.72,0.27,1115250.59,71671,83689.56,0.4645867078178367,15.560695260286588,0.1450127698450222,0.1831060637724296,0.1260108807528304,9.217046759636046,1.5334898422651313,0,1,0,0,8.677927109819597,0.154214559386973,1.2855408742727186,238.90333333333336,0.515492957746479,1193.6,8.370474342928661,1.340822299651568,3312,-1.124640228836194,5.0,0.2,0,5.2,111,19,nadpriemerná,76/93,71,72,5.2,5.0,-0.2000000000000001,0,1.2432950191570882,False,6.601,False
17,"Topoľčany, 17.novembra",RR10_Mário Mantuano,RR10,C - street +,3.7504789272030647,1.45,1.61,0.76,946843.62,46145,79484.09,0.6998997152243578,20.518877884927942,0.1342427448505735,0.1403251549475564,-0.0775806796324,10.184855253275623,1.5018330590101032,0,0,0,1,5.892606308262044,0.140565134099617,1.2167732148661827,153.81666666666666,0.4738562091503268,1245.0,8.329292207385116,1.3887506222000998,1465,-1.2308342694516297,4.2,0.7,0,4.9,84,31,podpriemerná,48/68,116,105,4.9,4.2,-0.7000000000000002,0,1.180316091954023,False,4.5102,False
18,"Partizánske, Prior",RR10_Mário Mantuano,RR10,C - street +,3.5674090038314175,0.82,1.65,0.54,1167196.3,54404,75585.34,0.7008497371007772,21.454236820822,0.075155712757806,0.0853922891848654,0.010351966873706,7.684254807585213,0.910272686716642,1,0,0,1,7.303775801308939,0.602729885057471,1.1200647011249172,181.34666666666664,0.3319838056680162,1214.7272727272727,8.004467433255083,1.4578271433530023,1146,0.1803352235952653,4.0,0.5,0,4.5,104,56,priemerná,31/68,137,130,4.5,4.0,-0.5,0,0.9530651340996168,False,5.7901,False
19,Lipt. Mikuláš,RR7_Ivana Iľanovská,RR7,B - shopping,4.073036398467433,2.43,1.61,0.11,1215616.35,57875,83986.84,0.6512398669201841,21.00417019438445,0.1138279069871604,0.0904050332916979,0.0910927085437285,8.587623342136046,1.56571044186372,0,1,0,0,6.805220765477106,0.0306513409961686,1.159671706263499,192.91666666666663,0.6014851485148515,1030.958904109589,8.864397736459177,1.4266880120538656,1393,-2.9973465731786852,5.1,-0.3,0,4.8,87,2,podpriemerná,92/93,58,78,4.8,5.1,0.2999999999999998,0,0.7614942528735632,False,5.7746,False
22,"Rimavská Sobota, NsP",RR5_Juraj Hvorecky,RR5,E - poliklinika,3.2140804597701145,1.67,3.05,0.89,3139745.35,43228,76747.07,0.931755573744221,72.63221407421116,0.1105182288693285,0.0991615006854171,-0.0101065282709642,3.189103467179247,0.5433918938465586,1,0,1,0,6.44136492326033,0.165948275862069,1.2447487739428147,144.09333333333333,0.3538135593220339,1249.987951807229,8.635913050905364,1.4638812876815948,1415,-0.063907808425637,5.7,-1.4,511121,4.3,92,50,podpriemerná,37/72,97,248,4.3,5.7,1.4000000000000004,511121,1.1285919540229885,True,4.8147,False
25,"Michalovce, Kaufland",RR1_Beata Kubanova,RR1,B - shopping,6.880986590038314,3.47,2.54,0.86,2572014.98,152541,131546.51,0.626569200619508,16.861138841360685,0.0789008110163292,0.0856080801240433,0.0918423321056343,6.918627775350682,0.7258918629941076,0,1,0,0,10.61708717591788,0.0069444444444444,1.11967274372136,508.47,0.5773710482529119,1154.5,8.580383035030295,1.1261297798377752,3410,0.8145198372620897,8.2,-0.5,83506,7.7,136,77,nadpriemerná,22/93,152,165,7.7,8.2,0.4999999999999991,83506,0.8199233716475095,False,9.4878,True
26,"Vranov n.T., NsP",RR2_Silvia Mastikova,RR2,E - poliklinika,4.210009578544061,1.35,2.44,0.86,1924848.33,70712,76040.74,0.8115522899406832,27.22095726326508,0.0755484795388994,0.1083204592262828,-0.0135562584726615,5.3490172215769975,0.616946188813039,1,0,1,0,8.044138558671294,0.130268199233716,1.2048874307048307,235.70666666666668,0.3562005277044855,1216.529411764706,8.209079319385186,1.2029805914972274,2168,1.5388658269853277,5.4,-0.1,18158,5.3,115,93,nadpriemerná,6/72,159,152,5.3,5.4,0.1000000000000005,18158,1.137691570881226,False,6.3898,True
27,"Bratislava, Kaufland Trnavská",RR13_Slavomír Bodnár,RR13,B - shopping,5.444204980842912,1.78,2.57,0.7,1454841.82,94020,111250.19,0.4195179445693965,15.473748351414594,0.1144910220250621,0.0929306164762106,0.1024660424634049,9.309711244828229,1.647973191002646,0,1,0,0,8.270947877721577,0.484913793103448,1.1599234205488194,313.4,0.4091954022988506,1064.4615384615386,8.08306207814431,1.10914480201975,2706,-1.5316194609342144,6.0,0.0,0,6.0,106,15,nadpriemerná,80/93,94,94,6.0,6.0,0.0,0,0.5754310344827587,False,7.5048,False
29,"Nitra, Kaufland",RR11_Andrej Kukučka,RR11,B - shopping,8.580220306513409,4.22,4.22,0.87,3133673.76,171852,174433.94,0.5660888707189482,18.234723832134627,0.1061632189431452,0.0879266769758354,0.0999641448547866,7.35175951647307,0.6930068109451766,0,1,0,0,9.592364153944908,0.175526819923372,1.1632567558131417,572.84,0.5,1200.7925925925929,9.02924216700108,1.353578959602836,4189,-0.2102031847108829,10.1,0.7,0,10.8,123,47,nadpriemerná,50/93,171,201,10.8,10.1,-0.7000000000000011,0,2.2545498084291187,False,7.6208,False
30,"Nové Zámky, OC Aquario",RR14_Zsolt Balogh,RR14,B - shopping,4.041427203065134,1.54,1.56,0.81,946284.79,65954,91939.89,0.3082534381642127,14.347648209358038,0.2153147691250121,0.2896927560908622,0.0164850516904163,12.083572461933892,2.219286500389317,0,1,0,0,7.815844048112825,0.30411877394636,1.3194650817236255,219.84666666666664,0.4967741935483871,1324.6666666666667,9.43503400110274,1.4788101870274573,4018,-1.986723290542966,5.3,-0.6,0,4.7,100,10,priemerná,85/93,66,61,4.7,5.3,0.5999999999999996,0,0.6781609195402298,False,6.7207,False
31,"Košice, Kaufland Popradská",RR4_Radovan Kalmar,RR4,B - shopping,5.216714559386973,1.66,2.53,0.87,1650538.07,101084,108468.02,0.5698648380767127,16.32838104942424,0.0942985214090658,0.0788051688077403,0.1580397795351066,8.455378522283556,0.8745475063673892,0,1,0,0,9.280146890061976,0.157567049808429,1.1637450041549604,336.94666666666666,0.39618138424821,1181.7567567567569,8.928781180479954,1.2531492897346557,2739,-0.5224204485938149,6.0,-0.1,13987,5.9,119,31,nadpriemerná,65/93,101,106,5.9,6.0,0.0999999999999996,13987,0.7088122605363985,False,8.2054,False
32,"Hnúšťa, poliklinika",RR5_Juraj Hvorecky,RR5,E - poliklinika,3.1343390804597706,0.83,1.55,0.75,895421.91,43445,71748.44,0.7630580314926625,20.610470940269305,0.0763335478153667,0.0751002463083201,0.0600162206001622,9.75303173461024,1.1292450084615075,1,0,1,0,6.638398655359462,0.0574712643678161,1.1462769018299,144.81666666666666,0.3487394957983193,1269.7916666666667,9.16932904903986,1.556677374942634,1012,0.1331259236734956,4.2,-0.3,34439,3.9,95,57,priemerná,32/72,98,71,3.9,4.2,0.3000000000000002,34439,0.742816091954023,False,5.3351,False
33,"Levice, TESCO",RR11_Andrej Kukučka,RR11,B - shopping,5.984674329501916,2.15,2.52,0.84,2518066.82,131028,148477.99,0.52088017267151,19.21777650578502,0.0765695442005785,0.070159172156738,0.1783368791046156,7.530498907777877,2.1712342629114176,0,1,0,0,10.485595390524958,0.494013409961686,1.0841652165949265,436.76,0.4603854389721627,1238.0487804878048,10.41960460569194,1.358885017421603,2344,0.6830280518691669,7.7,-0.6,106397,7.1,134,71,nadpriemerná,28/93,131,162,7.1,7.7,0.6000000000000005,106397,1.0727969348659003,False,8.8384,True
34,"Púchov, Kaufland",RR9_Andrej Jakubík,RR9,B - shopping,5.4671934865900385,2.28,2.35,0.76,1839086.11,109134,127685.81,0.5323443609717654,16.85163294665274,0.2366621247274763,0.235370475719166,0.1011988011988012,9.463907782781932,4.536194012275754,0,1,0,0,9.560159432350748,0.225814176245211,1.16520974215185,363.78,0.4924406047516198,1259.0853658536585,9.04662286931818,1.2897805024905578,8115,-0.2424079063050435,7.3,-0.5,67613,6.8,123,46,nadpriemerná,51/93,109,118,6.8,7.3,0.5,67613,1.3498563218390804,False,7.6864,False
35,"Piešťany, centrum",RR12_Alena Romanová,RR12,C - street +,2.5023946360153255,0.85,0.87,0.8,548531.97,28041,64822.46,0.6142138442723767,19.561783459933668,0.2262473637031877,0.2043168939165409,0.0832455216016859,14.436524192744182,2.713791091754026,0,0,0,1,5.3666985645932925,0.0131704980842912,1.298384508398417,93.47,0.4941860465116279,1418.6666666666667,9.147034718269778,1.3944223107569722,1391,-1.7567420131203813,3.6,-0.7,0,2.9,77,16,podpriemerná,58/68,70,61,2.9,3.6,0.7000000000000002,0,0.3587068965517241,False,4.6309,False
36,"Zvolen, Kaufland",RR5_Juraj Hvorecky,RR5,B - shopping,6.744252873563219,2.38,3.7,0.88,2445001.64,134069,153156.67,0.5475597922298326,18.236890258001477,0.0842049385457691,0.0788918252905456,0.2507690780986404,8.331509341207068,0.7691271535527131,0,1,0,0,9.520593665672488,0.377155172413793,1.0980614459718503,446.89666666666665,0.3914473684210526,1234.4950495049504,10.658649884796588,1.4470562442612882,2820,-0.2819736729833035,7.8,0.3,0,8.1,122,43,nadpriemerná,54/93,134,157,8.1,7.8,-0.2999999999999998,0,1.3160919540229885,False,7.9271,False
37,"Čierna n.T., poliklinika",RR1_Beata Kubanova,RR1,E - poliklinika,2.692528735632184,2.66,0.0,0.62,1284620.18,57076,73240.22,0.7207189521185944,22.50718655827318,0.0750898291300582,0.076074843687467,0.08006437336552,7.424904335174587,0.9933560337519276,1,0,1,0,10.152258982568496,0.0198754789272031,1.1353283341509568,190.25333333333333,,1311.5384615384614,10.104876057159522,,1254,3.646986250882529,3.3,0.0,0,3.3,145,100,nadpriemerná,1/72,129,101,3.3,3.3,0.0,0,0.6508620689655172,True,8.2834,True
38,"Žilina, Kaufland",RR8_Katarína Kuchtová,RR8,B - shopping,5.963960727969349,2.57,2.53,0.83,1808212.21,110528,122709.42,0.5543295883396341,16.35976594166184,0.0787136426943942,0.0742541543174501,0.17761614265603,8.777454356645523,0.9541672604182668,0,1,0,0,8.875790488044807,0.0476532567049808,1.1749420961204402,368.4266666666667,0.503921568627451,1206.2650602409635,9.109378092872005,1.3439522150323546,2350,-0.9267768506109846,6.7,0.0,0,6.7,114,23,nadpriemerná,73/93,110,116,6.7,6.7,0.0,0,0.7315613026819924,False,7.9007,False
39,"Prešov, Kaufland",RR3_Jana Majernikova,RR3,B - shopping,6.549329501915708,3.13,3.25,0.84,2247321.16,139377,126149.9,0.5824648311503461,16.12404600472101,0.0865762778477518,0.0691088873041131,0.0826324460244515,7.149378689052704,0.7774538850414812,0,1,0,0,10.192102376599632,0.0361590038314176,1.1194386448266214,464.59,0.4905956112852664,1147.990291262136,8.00143578164431,1.2132452952250077,2837,0.3895350379438405,7.4,0.6,0,8.0,131,63,nadpriemerná,35/93,139,144,8.0,7.4,-0.5999999999999996,0,1.4272030651340997,False,8.3439,False
40,"Stará Ľubovňa, CBA",RR7_Ivana Iľanovská,RR7,D - street,2.203544061302682,0.6,0.8,0.81,715751.38,39991,54388.31,0.6256594014530577,17.897811507589207,0.1109898299832068,0.1126444788979654,0.0205278592375366,9.705286198926688,1.4712141902207636,0,0,0,1,8.691806129102376,0.0378352490421456,1.1384561526343426,133.30333333333334,0.4285714285714286,1275.5555555555557,9.837665369649809,1.202090592334495,1122,1.864251898278112,2.5,0.2,0,2.7,128,93,nadpriemerná,4/44,121,114,2.7,2.5,-0.2000000000000001,0,0.4482758620689655,False,7.0936,True
41,"Žiar n.H., NsP 2",RR5_Juraj Hvorecky,RR5,E - poliklinika,6.901580459770115,4.27,2.54,0.78,2254679.66,89636,142343.23,0.7933636789893247,25.153729082065244,0.0782016579537761,0.0948608463796641,0.045196313596768,8.489087751347336,1.324901289761799,1,0,1,0,6.220186669442416,1.03400383141762,1.16497835691017,298.7866666666667,0.6270190895741556,1328.6153846153843,10.26686460732654,1.4070999717935286,2411,-0.2850860622435505,8.1,0.6,0,8.7,89,46,podpriemerná,40/72,202,178,8.7,8.1,-0.5999999999999996,0,1.7509578544061304,True,4.9344,False
42,"Bratislava, Kaufland Petržalka",RR15_Miroslava Kolesárová,RR15,B - shopping,6.454501915708812,2.71,2.44,0.89,2367644.9,134175,129892.47,0.54839047865666,17.645946711384386,0.0932561718515083,0.0859928572226304,0.0951897331732988,6.8222780576754944,0.9184674727617944,0,1,0,0,9.95585070861468,0.521551724137931,1.1613191727221912,447.25,0.5262135922330097,1195.1931818181818,8.487165873015872,1.2925187677970489,3547,0.1532833699588884,7.7,-0.4,64866,7.3,128,60,nadpriemerná,38/93,134,152,7.3,7.7,0.4000000000000003,64866,0.8218390804597702,False,8.8027,True
43,"Šaľa, Kaufland",RR11_Andrej Kukučka,RR11,B - shopping,7.332614942528736,2.64,3.98,0.76,1994111.9,139762,154566.53,0.4657275602236766,14.267911878765329,0.0914293578857324,0.0681089492267289,0.0629954461123292,9.77195284166844,1.8837543172746591,0,1,0,0,9.12850658045132,0.422653256704981,1.0943747227429488,465.87333333333333,0.3987915407854985,1187.0925925925926,8.756668180049292,1.3941096009461516,2633,-0.6740607582044706,8.0,0.8,0,8.8,117,26,nadpriemerná,70/93,139,128,8.8,8.0,-0.8000000000000007,0,1.478927203065134,False,7.6063,False
45,"Košice, Štúrova",RR1_Beata Kubanova,RR1,C - street +,4.991977969348659,2.49,1.66,0.83,2060350.74,93136,95159.81,0.6738586508819369,22.121958641126955,0.0964964503155066,0.0922366370350685,-0.0013842427038874,5.9192905436155625,0.6632522896312002,0,0,0,1,8.935408821624732,0.024904214559387,1.1169472599209758,310.4533333333333,0.6,1202.7777777777778,8.392082722135385,1.2090592334494774,1872,1.8119682439110576,5.6,0.2,0,5.8,128,85,nadpriemerná,11/68,234,229,5.8,5.6,-0.2000000000000001,0,0.7743055555555555,False,7.6906,True
46,"Sereď, ProCare",RR14_Zsolt Balogh,RR14,E - poliklinika,3.3012452107279695,0.96,1.58,0.75,1160106.67,49619,71072.31,0.7568025878172048,23.38029121908946,0.0940817630264312,0.1170902890093879,0.0235565819861431,7.710330754653807,1.5014682305179623,1,0,1,0,7.198462208037138,0.0591475095785441,1.1838207138394563,165.39666666666668,0.3779527559055118,1261.78,8.434232368171541,1.3597707944881532,1393,0.6931894763511712,4.5,-0.1,13183,4.4,103,72,priemerná,21/72,112,92,4.4,4.5,0.0999999999999996,13183,1.1003352490421456,False,5.4009,True
47,"Brezno, TESCO",RR6_Jaroslav Vigh,RR6,B - shopping,4.2602969348659006,1.78,2.43,0.81,1352352.4,83043,96159.61,0.4628874766665848,16.28496562022085,0.1209915674722609,0.1172591548686894,0.2767760826013253,9.151942904664203,1.2044952344324782,0,1,0,0,9.335394300489014,0.14272030651341,1.1885408764134244,276.81,0.4228028503562945,1160.3225806451612,9.973230856817535,1.507638702760654,2968,-0.4671730381667771,5.4,-0.1,12758,5.3,120,32,nadpriemerná,64/93,83,87,5.3,5.4,0.1000000000000005,12758,1.0268199233716475,False,7.5041,False
48,"Čadca, TESCO",RR8_Katarína Kuchtová,RR8,B - shopping,3.9913793103448274,0.49,1.6,0.88,1138969.91,81440,90317.23,0.4036500402367961,13.985386910609035,0.1133885907782321,0.0904923740836755,0.1960167714884696,10.116600355445296,1.6904922951920187,0,1,0,0,9.77201823854091,1.10560344827586,1.175540275049116,271.46666666666664,0.2344497607655502,1232.1739130434785,10.498145492628696,1.3797909407665503,2241,-0.0305491001148805,5.7,-0.5,54758,5.2,125,56,nadpriemerná,42/93,81,73,5.2,5.7,0.5,54758,1.1611590038314177,False,7.5007,False
49,"Nové Zámky, Kaufland",RR14_Zsolt Balogh,RR14,B - shopping,3.8896072796934864,0.85,2.53,0.75,1120226.59,84098,93647.41,0.3913080745565948,13.320490261361746,0.0970219977126916,0.0685530790304875,0.1069550848730659,10.748114692757795,2.4686603688884645,0,1,0,0,10.354983685279803,0.437260536398467,1.1069942210278485,280.32666666666665,0.2514792899408284,1205.084745762712,8.9624472035275,1.442508710801394,1610,0.5524163466240122,4.5,0.1,0,4.6,133,67,nadpriemerná,32/93,84,72,4.6,4.5,-0.0999999999999996,0,0.6628352490421455,False,8.7558,True
50,"Ban. Bystrica, centrum",RR6_Jaroslav Vigh,RR6,D - street,1.8395593869731803,0.0,0.86,0.82,434328.33,25753,44351.79,0.4941437506505735,16.86515473925368,0.2209888183709595,0.2311445343753149,0.087890625,13.014840841758495,2.622563574661232,0,0,0,1,6.704764384274928,0.223659003831418,1.2399332116646604,85.84333333333333,,1374.1666666666667,10.75266969610906,0.0,1679,-0.1227898465493364,2.7,-0.6,62046,2.1,99,50,priemerná,23/44,78,69,2.1,2.7,0.6000000000000001,62046,0.2109674329501915,False,5.8732,True
51,"Gelnica, NsP",RR3_Jana Majernikova,RR3,E - poliklinika,2.252873563218391,2.35,0.0,0.1,826292.73,24891,49662.04,0.818731105137522,33.19644570326624,0.1096038192207538,0.1511735974931741,-0.0477891916033943,7.467637904154178,1.5303143719289412,1,0,1,0,5.291454081632655,0.053639846743295,1.333976135952754,82.97,,947.7391304347826,7.698397335423198,,1375,-1.2138186500533117,3.4,-0.7,0,2.7,76,15,podpriemerná,62/72,56,65,2.7,3.4,0.6999999999999997,0,0.4056513409961685,False,4.4152,False
52,"Sereď, Kaufland",RR14_Zsolt Balogh,RR14,B - shopping,4.553879310344827,1.28,2.22,0.75,1674055.72,121395,99569.29,0.4152581432594131,13.790153795461098,0.0875805483176871,0.0715444113763746,0.0756845352873119,7.639813657476034,0.6394025870552629,0,1,0,0,12.766997949203336,0.31992337164751,1.0968491288768072,404.65,0.3657142857142857,1194.5846153846153,9.204502115655853,1.2967599625564,2362,2.964430610547545,5.3,0.6,0,5.9,150,98,nadpriemerná,3/93,121,108,5.9,5.3,-0.6000000000000005,0,1.3096264367816093,False,9.8541,True
54,"Malacky, Kaufland",RR16_Robert Kardoš,RR16,B - shopping,6.01640325670498,2.88,3.29,0.85,2175358.09,137029,131670.08,0.4709848712769859,15.875165767830168,0.084028107951889,0.0720509534076724,-0.8938612099644128,8.261437134868716,0.8927520863978651,0,1,0,0,10.907998169117796,0.0780651340996169,1.0994752935510002,456.7633333333333,0.46677471636953,1160.822429906542,9.239263021543495,1.210115435308431,2916,1.105430830462005,7.2,-0.1,15319,7.1,140,81,nadpriemerná,19/93,137,140,7.1,7.2,0.1000000000000005,15319,1.059386973180077,False,9.2432,True
55,"Bratislava, Kaufland Rača",RR13_Slavomír Bodnár,RR13,B - shopping,4.286637931034483,2.49,1.71,0.9,1442169.48,84490,100976.03,0.4564834848675345,17.069114451414368,0.2173604991449009,0.1896802232172387,0.1243899221738557,9.272157563044049,1.340475611933218,0,1,0,0,9.43969610636278,0.144875478927203,1.1840927920463962,281.6333333333333,0.5928571428571429,1176.845238095238,9.881408649105508,1.4240333067183757,4957,-0.3628712322930116,5.3,-0.1,13867,5.2,121,38,nadpriemerná,59/93,84,93,5.2,5.3,0.0999999999999996,13867,0.8917624521072797,False,7.7816,False
56,"Galanta, TESCO",RR11_Andrej Kukučka,RR11,B - shopping,4.704022988505747,2.58,0.96,0.86,1640048.73,100385,110292.59,0.5398692269344948,16.33758758778702,0.0863474944109192,0.0611926130956899,0.1639106819553409,8.666224063176896,1.621616917998019,0,1,0,0,10.220423538994089,0.414272030651341,1.0874533047766102,334.6166666666667,0.728813559322034,1339.8032786885246,10.0775333514838,1.3911275879360987,1766,0.4178562003382975,5.3,-0.1,15769,5.2,131,65,nadpriemerná,34/93,100,105,5.2,5.3,0.0999999999999996,15769,0.5057471264367817,False,9.2456,True
57,Ľubochňa,RR6_Jaroslav Vigh,RR6,D - street,0.9566570881226054,0.0,0.0,0.88,452842.38,17022,30789.1,0.7302581529582103,26.603359182234755,0.1155843048703079,0.1523703716191763,0.0907811400422237,8.681913309180583,1.3402931135178475,1,0,0,1,8.521652065081355,0.0811781609195402,1.3288685230877688,56.74,,1650.0,10.546526258205688,,711,1.6940978342570905,1.0,0.0,0,1.0,125,91,nadpriemerná,5/44,51,72,1.0,1.0,0.0,0,0.0862068965517241,False,8.1523,True
