id,mesto,regional,region_code,typ,fte,fte_F,fte_L,fte_ZF,trzby,bloky,naklady,hodnota_bloku,podiel_rx,trzby_per_blok,trzby_cv,bloky_cv,bloky_trend,kpi_mean,kpi_std,contract_ZF,contract_F,contract_L,high_rx_complexity,is_shopping,is_poliklinika,is_street
603,"Bratislava, Heydukova",RR16_Robert Kardoš,RR16,C - street +,3.4590517241379315,0.87,1.74,0.85,607819.96,28332,58502.72,21.453478751941265,0.6403824908941786,21.453478751941265,0.1547096935388834,0.1495536532877862,-0.1066263033972418,11.811634891636556,1.7768907923415511,1.0,1.0,2.0,0,0,0,1
605,"Bratislava, Šustekova",RR15_Miroslava Kolesárová,RR15,E - poliklinika,9.731800766283524,5.01,4.22,0.76,2964725.87,117765,184952.01,25.174932025644292,0.6504666449987836,25.174932025644292,0.1143265414183043,0.0893055126159831,0.0968799682034976,7.707829138177156,0.9277469120687296,1.0,5.91666666666667,5.50333333333333,0,0,1,0
608,"Poprad, Máj",RR7_Ivana Iľanovská,RR7,C - street +,2.3769157088122603,0.87,0.77,0.84,737576.93,22133,45559.36,33.324760764469346,0.8688916287010222,33.324760764469346,0.108703122100501,0.114532142647635,-0.0654817586529466,7.838113974737634,1.201466558597365,1.0,1.08333333333333,1.0,1,0,0,1
609,"Košice, Optima",RR4_Radovan Kalmar,RR4,A - shopping premium,4.028735632183908,1.28,1.69,0.84,1172255.6,84904,84807.6,13.80683595590314,0.2425744521928494,13.80683595590314,0.2864315842855126,0.3201898669897177,0.0508327925589444,9.141173445883348,1.9070436497127128,1.0,2.0,2.0,0,1,0,0
610,"Martin, pred nem.",RR8_Katarína Kuchtová,RR8,E - poliklinika,2.1070402298850572,1.35,0.7,0.48,928541.34,25015,40067.02,37.11938197081751,0.8413602672768451,37.11938197081751,0.1778733049585621,0.1279594396675019,0.1172727272727272,6.243527601622397,1.7729375168711008,0.731666666666667,1.63,1.0,1,0,1,0
611,Krompachy,RR3_Jana Majernikova,RR3,E - poliklinika,2.5454980842911876,0.76,0.85,0.93,1022071.71,31583,54952.72,32.3614510971092,0.8218163968162274,32.3614510971092,0.0984870991656132,0.1158906724372156,0.140477092010602,6.543180170444045,0.5451237362661082,1.0,1.0,1.0,1,0,1,0
612,"Galanta, centrum",RR11_Andrej Kukučka,RR11,D - street,1.932950191570881,,0.88,0.79,668739.31,32414,40229.5,20.631187449867344,0.5903043594072553,20.631187449867344,0.1228746365165035,0.0882298862305089,0.0366187542778918,7.869300342777399,1.5149835697397789,1.0,,1.0,0,0,0,1
613,"Spiš.N.Ves, Hornád",RR3_Jana Majernikova,RR3,C - street +,1.4650383141762453,0.58,,0.82,617239.34,28081,45631.84,21.98067518963,0.694688757200732,21.98067518963,0.1115492679076139,0.0740851097915404,0.1028789161727349,9.3141907544027,3.4581529837382825,1.0,0.666666666666667,,0,0,0,1
614,"Ban. Bystrica, Simba",RR6_Jaroslav Vigh,RR6,E - poliklinika,3.272749042145594,0.78,1.7,0.85,930323.66,41599,71537.76,22.364087117478785,0.7510317215838624,22.364087117478785,0.1321348001031222,0.0995768659023987,0.0503751339764201,9.474683681960462,1.8080474443447825,1.0,1.80333333333333,2.0,1,0,1,0
615,"Šamorín, Centro",RR14_Zsolt Balogh,RR14,D - street,1.9082854406130267,,0.85,0.78,619135.29,33370,39601.73,18.55364968534612,0.5773613389086576,18.55364968534612,0.1386143439316616,0.1227801622711344,0.0722049689440993,8.451752188578899,1.5761422231785551,1.0,,1.0,0,0,0,1
616,"Martin, Tulip",RR8_Katarína Kuchtová,RR8,B - shopping,4.572078544061303,1.72,2.15,0.67,1565047.83,95959,94669.78,16.309547098239875,0.4386465172760886,16.309547098239875,0.0819480063608336,0.1211260818940672,0.1591387783758483,7.654159622050631,0.74270647648069,1.0,2.16666666666667,2.91666666666667,0,1,0,0
617,"Trnava, Max",RR12_Alena Romanová,RR12,B - shopping,4.773706896551724,1.64,2.42,0.88,1538371.57,104628,96362.06,14.70324932140536,0.433129084672307,14.70324932140536,0.0984544257295524,0.0931179136948966,0.0562549960031974,8.063293041618588,1.3264457068484574,1.0,1.91666666666667,3.33333333333333,0,1,0,0
618,"Ban. Bystrica, Kaufland (DZ)",RR6_Jaroslav Vigh,RR6,B - shopping,6.77610153256705,2.21,3.48,0.84,2357418.36,136028,139717.46,17.330390507836622,0.5527046926028013,17.330390507836622,0.0832823153154748,0.0704973797122668,0.1284162895927602,7.653017063106479,0.6596822749128401,1.0,2.83333333333333,4.0,0,1,0,0
619,Snina (DZ),RR2_Silvia Mastikova,RR2,C - street +,2.42911877394636,1.01,0.8,0.7,694495.53,28924,50496.34,24.011047227216153,0.7917698044795192,24.011047227216153,0.0963986553240917,0.0892660636021336,0.1385767790262172,8.887583004882215,1.3923591714508805,0.865833333333333,1.16666666666667,1.0,1,0,0,1
620,Nové Zámky (DZ),RR14_Zsolt Balogh,RR14,C - street +,3.069683908045977,1.73,1.64,0.63,897243.2,44761,70119.27,20.045200062554457,0.6331835114492926,20.045200062554457,0.0844019726794014,0.0938873367314087,0.0163654127992183,10.704412284192111,1.2467431543408265,1.0,2.0,2.0,0,0,0,1
621,Ban. Štiavnica (DZ),RR5_Juraj Hvorecky,RR5,E - poliklinika,2.386494252873563,0.84,0.84,0.67,863756.7999999999,37340,55801.41,23.132212104981253,0.7828197242557164,23.132212104981253,0.0981089763419617,0.0768208934153722,0.0278093076049943,7.713031479398814,0.823328553393698,0.916666666666667,1.0,1.0,1,0,1,0
624,"Bratislava, Ametyst",RR13_Slavomír Bodnár,RR13,D - street,3.5648946360153255,1.35,1.59,0.59,836936.62,33214,66728.87,25.19830854458963,0.6740046337081057,25.19830854458963,0.1071752530795697,0.1036693919748522,0.1201954397394136,9.33018437237514,1.5086900108572134,0.919166666666667,1.83333333333333,1.89583333333333,0,0,0,1
626,"Skalica, TESCO",RR16_Robert Kardoš,RR16,B - shopping,4.453304597701149,,2.52,0.9,1076300.49,84596,87223.61,12.72282956640976,0.3812899035287069,12.72282956640976,0.1035973000907349,0.085413820767115,0.0932901309572026,9.368717910819404,0.9108058267789856,1.0,,3.0,0,1,0,0
627,"Trenčín, Laugaricio",RR9_Andrej Jakubík,RR9,A - shopping premium,4.3565613026819925,0.92,2.4,0.79,1304017.57,92521,94966.69,14.094287459063349,0.2256171824433316,14.094287459063349,0.2317015784708394,0.2651186955740077,0.0952731866512264,9.78041558482957,2.1289933988614713,1.0,1.0,3.0,0,1,0,0
628,Prievidza (DZ),RR10_Mário Mantuano,RR10,E - poliklinika,2.3642241379310347,0.87,0.5,0.84,560790.33,23711,48742.85,23.65106195436717,0.7566170943068866,23.65106195436717,0.124291883525769,0.1295143652242545,0.1878402903811252,10.551040639099948,1.9246380492090536,1.0,1.0,0.666666666666667,1,0,1,0
629,"Nová Dubnica., Na Mikl.",RR9_Andrej Jakubík,RR9,E - poliklinika,2.9851532567049808,0.79,1.59,0.72,768548.72,30780,66338.02,24.96909421702404,0.7268120100440737,24.96909421702404,0.1073116342368561,0.111651564028248,0.1717977955150133,10.590133936939097,1.4447190580475024,1.0,1.0,2.0,1,0,1,0
630,Ľubica,RR7_Ivana Iľanovská,RR7,D - street,2.1848659003831417,0.47,0.82,0.73,822214.42,35606,53768.71,23.092018760882997,0.7591099533379626,23.092018760882997,0.1298023089264708,0.1009829899969645,0.0777479892761394,8.259069880396728,1.1248591528926457,1.0,0.75,1.0,1,0,0,1
631,Komárno (DZ),RR14_Zsolt Balogh,RR14,D - street,1.799568965517241,,0.82,0.89,243888.25,16613,35227.22,14.68056642388491,0.4130413416800522,14.68056642388491,0.1887831374365801,0.115745394592543,-0.0749564206856478,16.96944339414599,2.837455282154437,1.0,,1.0,0,0,0,1
633,Sereď (DZ),RR14_Zsolt Balogh,RR14,C - street +,2.4803639846743293,0.71,0.87,0.85,1057700.99,54176,60164.33,19.523423471647963,0.6514594072564875,19.523423471647963,0.1106889237544556,0.0804643192939932,0.012900451515803,7.13759847435966,0.7878780209605794,1.0,0.88,1.0,0,0,0,1
634,"Kežmarok, Severka",RR7_Ivana Iľanovská,RR7,C - street +,2.8178879310344827,1.14,0.77,0.91,1277806.12,43586,58769.98,29.316893497912176,0.7886424820065816,29.316893497912176,0.1278801986858993,0.0930984060582878,0.0740935365212821,6.122599640798903,0.7096250159993099,1.0,1.91666666666667,1.0,1,0,0,1
635,"Bratislava, Danubia",RR15_Miroslava Kolesárová,RR15,A - shopping premium,4.996168582375479,2.02,2.55,0.38,1125165.99,58552,97754.71,19.216525310834815,0.3916653399735269,19.216525310834815,0.1451492495952288,0.131637567729848,-0.228243601059135,10.459948417458282,2.0033475388555955,0.4925,2.41666666666667,3.0,0,1,0,0
637,Lučenec (DZ),RR4_Radovan Kalmar,RR4,C - street +,1.0217911877394636,0.08,0.0,0.58,333767.55,16041,31680.12,20.807153544043388,0.7927944163535372,20.807153544043388,0.126768054435119,0.1127976647220991,0.1056439942112879,11.067664697320396,2.372029397575658,0.666666666666667,0.0833333333333333,0.166666666666667,1,0,0,1
638,"Bratislava, Tehelná",RR13_Slavomír Bodnár,RR13,E - poliklinika,2.298132183908046,1.6,,0.78,578870.54,28071,48203.03,20.621657226318977,0.7065771908171385,20.621657226318977,0.1581384169840977,0.1317569641390274,-0.0273873873873873,9.8946150876731,2.685101598398377,0.970833333333333,2.04166666666667,,1,0,1,0
639,Galanta,RR11_Andrej Kukučka,RR11,E - poliklinika,4.147030651340996,1.65,1.61,0.85,1269204.02,51181,89863.4,24.798343525917826,0.7350101759053678,24.798343525917826,0.1042401148211817,0.0875926199057409,0.039762340036563,8.76878384096936,1.076924787805805,1.0,2.0,2.0,1,0,1,0
649,Šaľa,RR11_Andrej Kukučka,RR11,E - poliklinika,2.524904214559387,1.7,,0.76,1488406.63,46422,75592.36,32.06252703459566,0.8309039983247052,32.06252703459566,0.095393455419777,0.0841402826437136,0.0089951169365201,6.28051025382704,0.3570066949524749,1.0,2.0,,1,0,1,0
661,Košice,RR4_Radovan Kalmar,RR4,C - street +,1.866977969348659,,0.76,0.82,816406.79,16611,40953.71,49.14856360243213,0.8750577882871355,49.14856360243213,0.0845829235522427,0.102595170305413,0.1016081871345029,6.167245040255438,0.9844326116536066,1.0,,1.0,1,0,0,1
663,Likavka,RR6_Jaroslav Vigh,RR6,D - street,0.9591714559386972,,,0.84,419088.24,17066,32204.73,24.556910816828783,0.7060592060516898,24.556910816828783,0.159719487371992,0.1240747014169592,0.023489932885906,10.02118961202518,1.9541640753928613,1.0,,,1,0,0,1
664,Trstená,RR8_Katarína Kuchtová,RR8,C - street +,3.3215996168582373,1.77,1.26,0.21,1035234.78,39834,55899.4,25.988722699201688,0.7432319072587573,25.988722699201688,0.0931228152236129,0.090355838330556,0.2305597579425113,6.837120275190521,1.1631735377231516,0.25,2.25,1.75,1,0,0,1
